Gss year for this respondent                       ;Fathers highest degree;Mothers highest degree;Respondents sex;Race of respondent;Number of persons in household;Respondents income;Total family income;Vote obama or mccain;Vote obama or romney;Rs highest degree;Age of respondent;Number of children;Respondent id number;Number of hours worked last week;Rs occupational prestige score  (1970);Govt or private employee;Travel time to work;Marital status;Fathers census occupation code (1970);Mothers census occupation code (1980);Number of brothers and sisters;Ballot used for interview
2018;High school;High school;Male;White;2;Not applicable;Not applicable;Not applicable;Not applicable;High school;26;0;1273;40;0;Don't know;Not applicable;Never married;Not applicable;Not applicable;2;Ballot c
2018;Lt high school;Lt high school;Male;White;1;Not applicable;Not applicable;Not applicable;Obama;High school;56;4;1274;45;0;Private;Not applicable;Divorced;Not applicable;Not applicable;7;Ballot b
2018;Junior college;Junior college;Male;White;1;Not applicable;Not applicable;Not applicable;Obama;Bachelor;24;0;1275;55;0;Private;Not applicable;Never married;Not applicable;Not applicable;2;Ballot a
2018;Not applicable;Lt high school;Female;Black;3;Not applicable;Not applicable;Not applicable;Not applicable;Lt high school;56;3;1276;Not applicable;0;Government;Not applicable;Never married;Not applicable;Not applicable;6;Ballot b
2018;Lt high school;Lt high school;Female;Other;4;Not applicable;Not applicable;Not applicable;Not applicable;Lt high school;39;3;1277;32;0;Private;Not applicable;Widowed;Not applicable;Not applicable;3;Ballot a
2018;Graduate;Graduate;Female;White;2;Not applicable;Not applicable;Not applicable;Obama;Graduate;30;0;1278;Not applicable;0;Private;Not applicable;Married;Not applicable;Not applicable;3;Ballot c
2018;Junior college;Graduate;Female;White;2;Not applicable;Not applicable;Not applicable;Not applicable;Bachelor;26;0;1279;38;0;Private;Not applicable;Never married;Not applicable;Not applicable;2;Ballot b
2018;Don't know;Not applicable;Female;White;5;Not applicable;Not applicable;Not applicable;Not applicable;High school;31;4;1280;50;0;Private;Not applicable;Never married;Not applicable;Not applicable;16;Ballot a
2018;High school;Lt high school;Female;White;5;Not applicable;Not applicable;Not applicable;Obama;Bachelor;36;3;1281;36;0;Private;Not applicable;Married;Not applicable;Not applicable;2;Ballot c
2018;Lt high school;Lt high school;Male;White;2;Not applicable;Not applicable;Not applicable;Romney;Junior college;69;4;1282;89;0;Private;Not applicable;Married;Not applicable;Not applicable;5;Ballot b
2018;Graduate;Bachelor;Female;White;4;Not applicable;Not applicable;Not applicable;Not applicable;Bachelor;39;2;1283;40;0;Private;Not applicable;Married;Not applicable;Not applicable;2;Ballot a
2018;Lt high school;High school;Male;White;2;Not applicable;Not applicable;Not applicable;Romney;High school;53;2;1284;46;0;Private;Not applicable;Married;Not applicable;Not applicable;4;Ballot b
2018;High school;Not applicable;Male;White;1;Not applicable;Not applicable;Not applicable;Romney;High school;55;2;1285;55;0;Private;Not applicable;Separated;Not applicable;Not applicable;2;Ballot c
2018;High school;High school;Female;White;3;Not applicable;Not applicable;Not applicable;Not applicable;High school;50;3;1286;Not applicable;0;Private;Not applicable;Divorced;Not applicable;Not applicable;5;Ballot b
2018;Graduate;Bachelor;Male;White;2;Not applicable;Not applicable;Not applicable;Obama;Graduate;31;0;1287;45;0;Government;Not applicable;Married;Not applicable;Not applicable;1;Ballot c
2018;High school;High school;Female;White;1;Not applicable;Not applicable;Not applicable;Romney;Bachelor;70;0;1288;Not applicable;0;Government;Not applicable;Never married;Not applicable;Not applicable;4;Ballot b
2018;Bachelor;Bachelor;Female;White;1;Not applicable;Not applicable;Not applicable;Obama;Junior college;68;2;1289;20;0;Don't know;Not applicable;Divorced;Not applicable;Not applicable;4;Ballot c
2018;High school;Lt high school;Male;White;2;Not applicable;Not applicable;Not applicable;Obama;High school;73;2;1290;20;0;Private;Not applicable;Married;Not applicable;Not applicable;1;Ballot b
2018;Bachelor;Junior college;Female;White;1;Not applicable;Not applicable;Not applicable;Obama;Graduate;60;0;1291;Not applicable;0;Government;Not applicable;Never married;Not applicable;Not applicable;6;Ballot c
2018;Don't know;High school;Male;White;2;Not applicable;Not applicable;Not applicable;Didn't vote for president;High school;30;0;1292;40;0;Private;Not applicable;Never married;Not applicable;Not applicable;3;Ballot c
2018;High school;High school;Female;White;2;Not applicable;Not applicable;Not applicable;Obama;High school;60;2;1293;35;0;Government;Not applicable;Married;Not applicable;Not applicable;0;Ballot b
2018;Lt high school;High school;Male;White;1;Not applicable;Not applicable;Not applicable;Obama;High school;61;3;1294;26;0;Government;Not applicable;Divorced;Not applicable;Not applicable;9;Ballot c
2018;Don't know;High school;Female;White;1;Not applicable;Not applicable;Not applicable;Not applicable;Lt high school;69;3;1295;25;0;Private;Not applicable;Widowed;Not applicable;Not applicable;2;Ballot b
2018;Not applicable;High school;Male;White;1;Not applicable;Not applicable;Not applicable;Not applicable;High school;41;3;1296;Not applicable;0;Private;Not applicable;Never married;Not applicable;Not applicable;4;Ballot a
2018;Not applicable;Graduate;Male;White;1;Not applicable;Not applicable;Not applicable;Obama;Junior college;64;0;1297;Not applicable;0;Private;Not applicable;Never married;Not applicable;Not applicable;3;Ballot c
2018;Lt high school;Lt high school;Female;White;2;Not applicable;Not applicable;Not applicable;Obama;High school;63;4;1298;Not applicable;0;Private;Not applicable;Widowed;Not applicable;Not applicable;6;Ballot b
2018;Not applicable;High school;Male;Black;3;Not applicable;Not applicable;Not applicable;Not applicable;Lt high school;22;1;1299;40;0;Private;Not applicable;Never married;Not applicable;Not applicable;1;Ballot c
2018;Not applicable;Lt high school;Female;White;5;Not applicable;Not applicable;Not applicable;Romney;Lt high school;33;2;1300;Not applicable;0;Don't know;Not applicable;Separated;Not applicable;Not applicable;9;Ballot b
2018;High school;Lt high school;Male;White;1;Not applicable;Not applicable;Not applicable;Obama;Bachelor;56;0;1301;40;0;Private;Not applicable;Never married;Not applicable;Not applicable;2;Ballot c
2018;Not applicable;High school;Female;White;3;Not applicable;Not applicable;Not applicable;Obama;Junior college;30;1;1302;Not applicable;0;Private;Not applicable;Married;Not applicable;Not applicable;1;Ballot a
2018;Not applicable;Don't know;Female;White;2;Not applicable;Not applicable;Not applicable;Obama;Junior college;89 or older;3;1303;Not applicable;0;Private;Not applicable;Widowed;Not applicable;Not applicable;2;Ballot c
2018;High school;Lt high school;Female;White;1;Not applicable;Not applicable;Not applicable;Romney;Bachelor;61;1;1304;47;0;Private;Not applicable;Divorced;Not applicable;Not applicable;1;Ballot b
2018;High school;High school;Male;White;3;Not applicable;Not applicable;Not applicable;Not applicable;High school;55;2;1305;40;0;Private;Not applicable;Divorced;Not applicable;Not applicable;1;Ballot c
2018;Graduate;Graduate;Female;White;1;Not applicable;Not applicable;Not applicable;Obama;Graduate;67;0;1306;Not applicable;0;Private;Not applicable;Never married;Not applicable;Not applicable;2;Ballot a
2018;Lt high school;Lt high school;Female;White;2;Not applicable;Not applicable;Not applicable;Obama;High school;61;2;1307;Not applicable;0;Private;Not applicable;Married;Not applicable;Not applicable;1;Ballot c
2018;High school;High school;Male;White;4;Not applicable;Not applicable;Not applicable;Obama;High school;69;3;1308;Not applicable;0;Private;Not applicable;Widowed;Not applicable;Not applicable;3;Ballot b
2018;High school;Bachelor;Male;Black;3;Not applicable;Not applicable;Not applicable;Obama;Bachelor;30;0;1309;41;0;Private;Not applicable;Never married;Not applicable;Not applicable;6;Ballot c
2018;Junior college;High school;Male;White;2;Not applicable;Not applicable;Not applicable;Romney;High school;70;3;1310;Not applicable;0;Government;Not applicable;Married;Not applicable;Not applicable;2;Ballot b
2018;High school;High school;Male;Black;1;Not applicable;Not applicable;Not applicable;Not applicable;High school;41;3;1311;30;0;Private;Not applicable;Divorced;Not applicable;Not applicable;6;Ballot a
2018;Don't know;Don't know;Female;Black;1;Not applicable;Not applicable;Not applicable;Obama;Lt high school;67;3;1312;42;0;Government;Not applicable;Never married;Not applicable;Not applicable;8;Ballot a
2018;Not applicable;Lt high school;Male;White;1;Not applicable;Not applicable;Not applicable;Obama;High school;62;1;1313;Not applicable;0;Government;Not applicable;Divorced;Not applicable;Not applicable;3;Ballot c
2018;Graduate;Bachelor;Female;Black;4;Not applicable;Not applicable;Not applicable;Obama;High school;36;3;1314;40;0;Private;Not applicable;Divorced;Not applicable;Not applicable;3;Ballot a
2018;High school;High school;Female;White;3;Not applicable;Not applicable;Not applicable;Romney;Junior college;51;2;1315;40;0;Private;Not applicable;Married;Not applicable;Not applicable;1;Ballot b
2018;High school;High school;Female;White;2;Not applicable;Not applicable;Not applicable;No answer;Bachelor;65;0;1316;23;0;Private;Not applicable;Married;Not applicable;Not applicable;1;Ballot a
2018;Not applicable;High school;Male;Black;8;Not applicable;Not applicable;Not applicable;Obama;High school;63;7;1317;15;0;Private;Not applicable;Divorced;Not applicable;Not applicable;8;Ballot b
2018;Junior college;High school;Male;White;4;Not applicable;Not applicable;Not applicable;Not applicable;Bachelor;23;0;1318;42;0;Private;Not applicable;Never married;Not applicable;Not applicable;4;Ballot c
2018;Don't know;Lt high school;Female;White;1;Not applicable;Not applicable;Not applicable;Obama;High school;89 or older;7;1319;Not applicable;0;Private;Not applicable;Widowed;Not applicable;Not applicable;4;Ballot b
2018;Bachelor;High school;Female;White;3;Not applicable;Not applicable;Not applicable;Romney;Junior college;47;0;1320;Not applicable;0;Private;Not applicable;Married;Not applicable;Not applicable;2;Ballot a
2018;Lt high school;High school;Female;White;1;Not applicable;Not applicable;Not applicable;Romney;High school;75;3;1321;Not applicable;0;Private;Not applicable;Widowed;Not applicable;Not applicable;3;Ballot c
2018;High school;High school;Male;White;2;Not applicable;Not applicable;Not applicable;Not applicable;High school;24;0;1322;50;0;Private;Not applicable;Married;Not applicable;Not applicable;2;Ballot c
2018;High school;High school;Male;White;4;Not applicable;Not applicable;Not applicable;Romney;High school;42;2;1323;53;0;No answer;Not applicable;Married;Not applicable;Not applicable;3;Ballot a
2018;Not applicable;High school;Female;White;2;Not applicable;Not applicable;Not applicable;Not applicable;High school;29;1;1324;Not applicable;0;Not applicable;Not applicable;Never married;Not applicable;Not applicable;1;Ballot c
2018;Not applicable;High school;Female;White;2;Not applicable;Not applicable;Not applicable;Not applicable;Junior college;26;0;1325;38;0;Private;Not applicable;Never married;Not applicable;Not applicable;1;Ballot b
2018;Not applicable;Lt high school;Female;Black;3;Not applicable;Not applicable;Not applicable;Not applicable;Lt high school;89 or older;7;1326;Not applicable;0;Private;Not applicable;Widowed;Not applicable;Not applicable;7;Ballot a
2018;Lt high school;Lt high school;Female;White;2;Not applicable;Not applicable;Not applicable;Obama;High school;76;2;1327;Not applicable;0;Private;Not applicable;Married;Not applicable;Not applicable;7;Ballot a
2018;High school;High school;Female;White;4;Not applicable;Not applicable;Not applicable;Not applicable;High school;36;2;1328;40;0;Government;Not applicable;Married;Not applicable;Not applicable;0;Ballot c
2018;High school;High school;Female;White;2;Not applicable;Not applicable;Not applicable;Romney;High school;77;3;1329;Not applicable;0;Private;Not applicable;Married;Not applicable;Not applicable;3;Ballot a
2018;Junior college;High school;Male;White;4;Not applicable;Not applicable;Not applicable;Romney;High school;32;2;1330;64;0;Private;Not applicable;Married;Not applicable;Not applicable;3;Ballot b
2018;Don't know;Don't know;Male;White;2;Not applicable;Not applicable;Not applicable;Not applicable;High school;72;2;1331;Not applicable;0;Private;Not applicable;Divorced;Not applicable;Not applicable;1;Ballot a
2018;High school;Bachelor;Female;White;3;Not applicable;Not applicable;Not applicable;Not applicable;Bachelor;39;1;1332;40;0;Private;Not applicable;Married;Not applicable;Not applicable;1;Ballot c
2018;Lt high school;Lt high school;Female;White;2;Not applicable;Not applicable;Not applicable;Romney;High school;71;0;1333;Not applicable;0;Private;Not applicable;Married;Not applicable;Not applicable;7;Ballot a
2018;Graduate;High school;Male;White;1;Not applicable;Not applicable;Not applicable;Not applicable;Graduate;31;3;1334;86;0;Private;Not applicable;Divorced;Not applicable;Not applicable;6;Ballot b
2018;Graduate;High school;Male;White;2;Not applicable;Not applicable;Not applicable;Obama;Graduate;69;2;1335;Not applicable;0;Government;Not applicable;Married;Not applicable;Not applicable;2;Ballot b
2018;Lt high school;Lt high school;Male;Other;4;Not applicable;Not applicable;Not applicable;Not applicable;Lt high school;35;2;1336;40;0;Private;Not applicable;Married;Not applicable;Not applicable;11;Ballot c
2018;Lt high school;Lt high school;Male;White;2;Not applicable;Not applicable;Not applicable;Romney;Graduate;80;2;1337;Not applicable;0;Government;Not applicable;Married;Not applicable;Not applicable;1;Ballot b
2018;Bachelor;Bachelor;Male;White;2;Not applicable;Not applicable;Not applicable;Obama;Bachelor;49;3;1338;78;0;Government;Not applicable;Divorced;Not applicable;Not applicable;2;Ballot a
2018;High school;High school;Male;White;2;Not applicable;Not applicable;Not applicable;Not applicable;High school;42;3;1339;40;0;Private;Not applicable;Married;Not applicable;Not applicable;1;Ballot b
2018;Lt high school;Lt high school;Female;Other;5;Not applicable;Not applicable;Not applicable;Not applicable;Lt high school;36;3;1340;Not applicable;0;Private;Not applicable;Married;Not applicable;Not applicable;14;Ballot a
